Round,TeamHT,TeamVT,ScoreHalf,ScoreFull,OddsHT,OddsX,OddsVT,Country,League
32,PSG,Guingamp,41.0,4:0,0.7096774193548387,0.16129032258064516,0.3548387096774194,France,Ligue 1
32,Lyon,Lorient,28.0,1:4,0.5625,0.09375,0.25806451612903225,France,Ligue 1
32,Bordeaux,Metz,35.0,3:0,0.3870967741935484,0.3225806451612903,0.2903225806451613,France,Ligue 1
32,St. Etienne,Nantes,41.0,1:1,0.3548387096774194,0.3548387096774194,0.3548387096774194,France,Ligue 1
32,Toulouse,Marsylia,47.0,0:0,0.3225806451612903,0.3225806451612903,0.41935483870967744,France,Ligue 1
32,Angers,Monaco,74.0,0:1,0.3548387096774194,0.1935483870967742,0.7419354838709677,France,Ligue 1
32,Lille,Nice,67.0,1:2,0.3225806451612903,0.22580645161290322,0.6129032258064516,France,Ligue 1
32,Caen,Montpellier,33.0,0:2,0.2903225806451613,0.16129032258064516,0.25806451612903225,France,Ligue 1
32,Dijon,Bastia,25.0,1:2,0.1935483870967742,0.3548387096774194,0.15625,France,Ligue 1
32,Nancy,Rennes,40.0,3:0,0.22580645161290322,0.22580645161290322,0.2903225806451613,France,Ligue 1
33,Monaco,Dijon,29.0,2:1,0.75,0.15625,0.1875,France,Ligue 1
33,Nice,Nancy,31.0,3:1,0.625,0.3125,0.25,France,Ligue 1
33,Marsylia,St. Etienne,45.0,4:0,0.40625,0.28125,0.34375,France,Ligue 1
33,Nantes,Bordeaux,49.0,0:1,0.34375,0.28125,0.40625,France,Ligue 1
33,Guingamp,Toulouse,41.0,2:1,0.34375,0.25,0.3125,France,Ligue 1
33,Rennes,Lille,37.0,2:0,0.28125,0.40625,0.3125,France,Ligue 1
33,Angers,PSG,74.0,0:2,0.34375,0.1875,0.71875,France,Ligue 1
33,Montpellier,Lorient,31.0,2:0,0.28125,0.28125,0.28125,France,Ligue 1
33,Metz,Caen,32.0,2:2,0.28125,0.25,0.28125,France,Ligue 1
33,Bastia,Lyon,57.0,0:3,0.18181818181818182,0.30303030303030304,0.5454545454545454,France,Ligue 1
34,PSG,Montpellier,39.0,2:0,0.7272727272727273,0.15151515151515152,0.30303030303030304,France,Ligue 1
34,Lyon,Monaco,80.0,1:2,0.5454545454545454,0.09090909090909091,0.7575757575757576,France,Ligue 1
34,Bordeaux,Bastia,28.0,2:0,0.42424242424242425,0.30303030303030304,0.18181818181818182,France,Ligue 1
34,St. Etienne,Rennes,43.0,1:1,0.3333333333333333,0.36363636363636365,0.30303030303030304,France,Ligue 1
34,Toulouse,Nice,73.0,1:1,0.30303030303030304,0.3333333333333333,0.6363636363636364,France,Ligue 1
34,Lille,Guingamp,44.0,3:0,0.30303030303030304,0.21212121212121213,0.36363636363636365,France,Ligue 1
34,Caen,Nantes,42.0,0:2,0.2727272727272727,0.18181818181818182,0.3333333333333333,France,Ligue 1
34,Nancy,Marsylia,51.0,0:0,0.24242424242424243,0.21212121212121213,0.42424242424242425,France,Ligue 1
34,Lorient,Metz,36.0,5:1,0.2727272727272727,0.12121212121212122,0.2727272727272727,France,Ligue 1
34,Dijon,Angers,39.0,3:2,0.18181818181818182,0.3333333333333333,0.3333333333333333,France,Ligue 1
35,Monaco,Toulouse,42.0,3:1,0.7647058823529411,0.14705882352941177,0.29411764705882354,France,Ligue 1
35,Nice,PSG,80.0,3:1,0.6176470588235294,0.3235294117647059,0.7352941176470589,France,Ligue 1
35,Nantes,Lorient,34.0,1:0,0.35294117647058826,0.2647058823529412,0.29411764705882354,France,Ligue 1
35,Guingamp,St. Etienne,46.0,0:2,0.35294117647058826,0.23529411764705882,0.3235294117647059,France,Ligue 1
35,Montpellier,Lille,40.0,0:3,0.29411764705882354,0.2647058823529412,0.3235294117647059,France,Ligue 1
35,Angers,Lyon,57.0,1:2,0.3235294117647059,0.17647058823529413,0.5294117647058824,France,Ligue 1
35,Metz,Nancy,32.0,2:1,0.2647058823529412,0.2647058823529412,0.23529411764705882,France,Ligue 1
35,Caen,Marsylia,52.0,1:5,0.2647058823529412,0.17647058823529413,0.4117647058823529,France,Ligue 1
35,Dijon,Bordeaux,55.0,0:0,0.20588235294117646,0.3235294117647059,0.4411764705882353,France,Ligue 1
35,Bastia,Rennes,44.0,1:0,0.17647058823529413,0.29411764705882354,0.29411764705882354,France,Ligue 1
36,PSG,Bastia,31.0,5:0,0.7142857142857143,0.14285714285714285,0.2,France,Ligue 1
36,Lyon,Nantes,48.0,3:2,0.5428571428571428,0.08571428571428572,0.37142857142857144,France,Ligue 1
36,Marsylia,Nice,77.0,2:1,0.42857142857142855,0.2857142857142857,0.6285714285714286,France,Ligue 1
36,St. Etienne,Bordeaux,56.0,2:2,0.34285714285714286,0.37142857142857144,0.42857142857142855,France,Ligue 1
36,Rennes,Montpellier,39.0,1:0,0.2857142857142857,0.4,0.2857142857142857,France,Ligue 1
36,Guingamp,Dijon,33.0,4:0,0.34285714285714286,0.22857142857142856,0.2,France,Ligue 1
36,Lille,Metz,39.0,0:2,0.34285714285714286,0.2,0.2857142857142857,France,Ligue 1
36,Toulouse,Caen,33.0,0:1,0.2857142857142857,0.34285714285714286,0.2571428571428571,France,Ligue 1
36,Lorient,Angers,39.0,1:1,0.2857142857142857,0.11428571428571428,0.3142857142857143,France,Ligue 1
36,Nancy,Monaco,86.0,0:3,0.22857142857142856,0.22857142857142856,0.7714285714285715,France,Ligue 1
37,Monaco,Lille,43.0,4:0,0.7777777777777778,0.1388888888888889,0.3333333333333333,France,Ligue 1
37,Nice,Angers,40.0,0:2,0.6111111111111112,0.3055555555555556,0.3055555555555556,France,Ligue 1
37,Bordeaux,Marsylia,58.0,1:1,0.4166666666666667,0.3333333333333333,0.4444444444444444,France,Ligue 1
37,St. Etienne,PSG,83.0,0:5,0.3333333333333333,0.3888888888888889,0.7222222222222222,France,Ligue 1
37,Nantes,Guingamp,47.0,4:1,0.3611111111111111,0.25,0.3611111111111111,France,Ligue 1
37,Metz,Toulouse,42.0,1:1,0.3055555555555556,0.25,0.2777777777777778,France,Ligue 1
37,Montpellier,Lyon,63.0,1:3,0.2777777777777778,0.25,0.5555555555555556,France,Ligue 1
37,Caen,Rennes,47.0,0:1,0.2777777777777778,0.16666666666666666,0.3055555555555556,France,Ligue 1
37,Dijon,Nancy,32.0,2:0,0.19444444444444445,0.3333333333333333,0.2222222222222222,France,Ligue 1
37,Bastia,Lorient,35.0,2:0,0.19444444444444445,0.2777777777777778,0.2777777777777778,France,Ligue 1
38,PSG,Caen,36.0,1:1,0.7297297297297297,0.13513513513513514,0.2702702702702703,France,Ligue 1
38,Lyon,Nice,77.0,3:3,0.5675675675675675,0.08108108108108109,0.5945945945945946,France,Ligue 1
38,Marsylia,Bastia,34.0,1:0,0.43243243243243246,0.2972972972972973,0.21621621621621623,France,Ligue 1
38,Rennes,Monaco,92.0,2:3,0.32432432432432434,0.3783783783783784,0.7837837837837838,France,Ligue 1
38,Guingamp,Metz,43.0,1:0,0.35135135135135137,0.21621621621621623,0.2972972972972973,France,Ligue 1
38,Toulouse,Dijon,36.0,0:0,0.2702702702702703,0.35135135135135137,0.21621621621621623,France,Ligue 1
38,Lille,Nantes,51.0,3:0,0.32432432432432434,0.1891891891891892,0.3783783783783784,France,Ligue 1
38,Angers,Montpellier,39.0,2:0,0.32432432432432434,0.1891891891891892,0.2702702702702703,France,Ligue 1
38,Lorient,Bordeaux,58.0,1:1,0.2702702702702703,0.13513513513513514,0.40540540540540543,France,Ligue 1
38,Nancy,St. Etienne,50.0,3:1,0.21621621621621623,0.21621621621621623,0.32432432432432434,France,Ligue 1
1,Angers,Bordeaux,0.0,2:2,,,,France,Ligue 1
1,Lille,Nantes,0.0,3:0,,,,France,Ligue 1
1,Lyon,Strasbourg,0.0,4:0,,,,France,Ligue 1
1,Marsylia,Dijon,0.0,3:0,,,,France,Ligue 1
1,Metz,Guingamp,0.0,1:3,,,,France,Ligue 1
1,Monaco,Toulouse,0.0,3:2,,,,France,Ligue 1
1,Montpellier,Caen,0.0,1:0,,,,France,Ligue 1
1,PSG,Amiens,0.0,2:0,,,,France,Ligue 1
1,St. Etienne,Nice,0.0,1:0,,,,France,Ligue 1
1,Troyes,Rennes,0.0,1:1,,,,France,Ligue 1
2,Guingamp,PSG,3.0,0:3,1.0,0.0,1.0,France,Ligue 1
2,Bordeaux,Metz,0.0,2:0,0.0,1.0,0.0,France,Ligue 1
2,Rennes,Lyon,3.0,1:2,0.0,1.0,1.0,France,Ligue 1
2,Toulouse,Montpellier,3.0,1:0,0.0,0.0,1.0,France,Ligue 1
2,Caen,St. Etienne,3.0,0:1,0.0,0.0,1.0,France,Ligue 1
2,Nice,Troyes,1.0,1:2,0.0,0.0,0.0,France,Ligue 1
2,Amiens,Angers,1.0,0:2,0.0,0.0,0.0,France,Ligue 1
2,Nantes,Marsylia,3.0,0:1,0.0,0.0,1.0,France,Ligue 1
2,Dijon,Monaco,3.0,1:4,0.0,0.0,1.0,France,Ligue 1
2,Strasbourg,Lille,3.0,3:0,0.0,0.0,1.0,France,Ligue 1
3,Lyon,Bordeaux,4.0,3:3,1.0,0.0,0.5,France,Ligue 1
3,PSG,Toulouse,3.0,6:2,1.0,0.0,0.5,France,Ligue 1
3,Marsylia,Angers,4.0,1:1,1.0,0.0,0.5,France,Ligue 1
3,St. Etienne,Amiens,0.0,3:0,1.0,0.0,0.0,France,Ligue 1
3,Troyes,Nantes,0.0,0:1,0.5,0.5,0.0,France,Ligue 1
3,Lille,Caen,0.0,0:2,0.5,0.0,0.0,France,Ligue 1
3,Montpellier,Strasbourg,3.0,1:1,0.5,0.0,0.5,France,Ligue 1
3,Rennes,Dijon,0.0,2:2,0.0,0.5,0.0,France,Ligue 1
3,Nice,Guingamp,3.0,2:0,0.0,0.0,0.5,France,Ligue 1
3,Metz,Monaco,6.0,0:1,0.0,0.0,1.0,France,Ligue 1
4,PSG,St. Etienne,9.0,3:0,1.0,0.0,1.0,France,Ligue 1
4,Monaco,Marsylia,7.0,6:1,1.0,0.0,0.6666666666666666,France,Ligue 1
4,Bordeaux,Troyes,4.0,2:1,0.3333333333333333,0.6666666666666666,0.3333333333333333,France,Ligue 1
4,Angers,Lille,3.0,1:1,0.3333333333333333,0.6666666666666666,0.3333333333333333,France,Ligue 1
4,Caen,Metz,0.0,1:0,0.3333333333333333,0.0,0.0,France,Ligue 1
4,Guingamp,Strasbourg,4.0,2:0,0.3333333333333333,0.0,0.3333333333333333,France,Ligue 1
4,Nantes,Lyon,7.0,0:0,0.3333333333333333,0.0,0.6666666666666666,France,Ligue 1
4,Toulouse,Rennes,2.0,3:2,0.3333333333333333,0.0,0.0,France,Ligue 1
4,Dijon,Montpellier,4.0,2:1,0.0,0.3333333333333333,0.3333333333333333,France,Ligue 1
4,Amiens,Nice,3.0,3:0,0.0,0.0,0.3333333333333333,France,Ligue 1
5,St. Etienne,Angers,6.0,1:1,0.75,0.0,0.25,France,Ligue 1
5,Lyon,Guingamp,6.0,2:1,0.5,0.5,0.5,France,Ligue 1
5,Marsylia,Rennes,2.0,1:3,0.5,0.25,0.0,France,Ligue 1
5,Caen,Dijon,4.0,2:1,0.5,0.0,0.25,France,Ligue 1
5,Troyes,Toulouse,6.0,0:0,0.25,0.25,0.5,France,Ligue 1
5,Montpellier,Nantes,4.0,0:1,0.25,0.25,0.25,France,Ligue 1
5,Lille,Bordeaux,8.0,0:0,0.25,0.25,0.5,France,Ligue 1
5,Strasbourg,Amiens,3.0,0:1,0.25,0.25,0.25,France,Ligue 1
5,Nice,Monaco,12.0,4:0,0.25,0.0,1.0,France,Ligue 1
5,Metz,PSG,12.0,1:5,0.0,0.0,1.0,France,Ligue 1
6,PSG,Lyon,11.0,2:0,1.0,0.0,0.6,France,Ligue 1
6,Monaco,Strasbourg,4.0,3:0,0.8,0.0,0.2,France,Ligue 1
6,Angers,Metz,0.0,0:1,0.2,0.8,0.0,France,Ligue 1
6,Nantes,Caen,9.0,1:0,0.4,0.2,0.6,France,Ligue 1
6,Toulouse,Bordeaux,9.0,0:1,0.4,0.2,0.4,France,Ligue 1
6,Guingamp,Lille,5.0,1:0,0.4,0.0,0.2,France,Ligue 1
6,Amiens,Marsylia,7.0,0:2,0.4,0.0,0.4,France,Ligue 1
6,Rennes,Nice,6.0,0:1,0.2,0.4,0.4,France,Ligue 1
6,Troyes,Montpellier,4.0,0:1,0.2,0.4,0.2,France,Ligue 1
6,Dijon,St. Etienne,10.0,0:1,0.2,0.2,0.6,France,Ligue 1
7,St. Etienne,Rennes,5.0,2:2,0.6666666666666666,0.16666666666666666,0.16666666666666666,France,Ligue 1
7,Bordeaux,Guingamp,9.0,3:1,0.5,0.5,0.5,France,Ligue 1
7,Lyon,Dijon,4.0,3:3,0.5,0.3333333333333333,0.16666666666666666,France,Ligue 1
7,Marsylia,Toulouse,7.0,2:0,0.5,0.16666666666666666,0.3333333333333333,France,Ligue 1
7,Nice,Angers,7.0,2:2,0.5,0.0,0.16666666666666666,France,Ligue 1
7,Caen,Amiens,6.0,1:0,0.5,0.0,0.3333333333333333,France,Ligue 1
7,Montpellier,PSG,18.0,0:0,0.3333333333333333,0.16666666666666666,1.0,France,Ligue 1
7,Lille,Monaco,15.0,0:4,0.16666666666666666,0.3333333333333333,0.8333333333333334,France,Ligue 1
7,Strasbourg,Nantes,10.0,1:2,0.16666666666666666,0.16666666666666666,0.5,France,Ligue 1
7,Metz,Troyes,5.0,0:1,0.16666666666666666,0.0,0.16666666666666666,France,Ligue 1
8,PSG,Bordeaux,15.0,6:2,0.8571428571428571,0.14285714285714285,0.5714285714285714,France,Ligue 1
8,Monaco,Montpellier,8.0,1:1,0.8571428571428571,0.0,0.2857142857142857,France,Ligue 1
8,Nantes,Metz,3.0,1:0,0.5714285714285714,0.14285714285714285,0.14285714285714285,France,Ligue 1
8,Nice,Marsylia,13.0,2:4,0.42857142857142855,0.14285714285714285,0.5714285714285714,France,Ligue 1
8,Guingamp,Toulouse,7.0,1:1,0.42857142857142855,0.0,0.2857142857142857,France,Ligue 1
8,Angers,Lyon,12.0,3:3,0.14285714285714285,0.7142857142857143,0.42857142857142855,France,Ligue 1
8,Troyes,St. Etienne,14.0,2:1,0.2857142857142857,0.2857142857142857,0.5714285714285714,France,Ligue 1
8,Rennes,Caen,12.0,0:1,0.14285714285714285,0.42857142857142855,0.5714285714285714,France,Ligue 1
8,Amiens,Lille,5.0,3:0,0.2857142857142857,0.0,0.14285714285714285,France,Ligue 1
8,Dijon,Strasbourg,4.0,1:1,0.14285714285714285,0.2857142857142857,0.14285714285714285,France,Ligue 1
9,Caen,Angers,9.0,0:2,0.625,0.0,0.125,France,Ligue 1
9,Bordeaux,Nantes,16.0,1:1,0.5,0.375,0.625,France,Ligue 1
9,St. Etienne,Metz,3.0,3:1,0.5,0.25,0.125,France,Ligue 1
9,Lyon,Monaco,19.0,3:2,0.375,0.5,0.75,France,Ligue 1
9,Guingamp,Rennes,6.0,2:0,0.375,0.125,0.125,France,Ligue 1
9,Montpellier,Nice,10.0,2:0,0.25,0.375,0.375,France,Ligue 1
9,Toulouse,Amiens,9.0,1:0,0.25,0.25,0.375,France,Ligue 1
9,Dijon,PSG,22.0,1:2,0.125,0.375,0.875,France,Ligue 1
9,Strasbourg,Marsylia,16.0,3:3,0.125,0.25,0.625,France,Ligue 1
9,Lille,Troyes,11.0,2:2,0.125,0.25,0.375,France,Ligue 1
10,Monaco,Caen,15.0,2:0,0.6666666666666666,0.1111111111111111,0.5555555555555556,France,Ligue 1
10,St. Etienne,Montpellier,12.0,0:1,0.5555555555555556,0.2222222222222222,0.3333333333333333,France,Ligue 1
10,Marsylia,PSG,25.0,2:2,0.5555555555555556,0.2222222222222222,0.8888888888888888,France,Ligue 1
10,Nantes,Guingamp,13.0,2:1,0.5555555555555556,0.2222222222222222,0.4444444444444444,France,Ligue 1
10,Angers,Toulouse,11.0,0:1,0.2222222222222222,0.6666666666666666,0.3333333333333333,France,Ligue 1
10,Troyes,Lyon,16.0,0:5,0.3333333333333333,0.3333333333333333,0.4444444444444444,France,Ligue 1
10,Nice,Strasbourg,6.0,1:2,0.3333333333333333,0.1111111111111111,0.1111111111111111,France,Ligue 1
10,Amiens,Bordeaux,16.0,1:0,0.3333333333333333,0.0,0.4444444444444444,France,Ligue 1
10,Rennes,Lille,6.0,1:0,0.1111111111111111,0.3333333333333333,0.1111111111111111,France,Ligue 1
10,Metz,Dijon,6.0,1:2,0.1111111111111111,0.0,0.1111111111111111,France,Ligue 1
11,PSG,Nice,10.0,3:0,0.8,0.2,0.3,France,Ligue 1
11,Lyon,Metz,3.0,2:0,0.5,0.4,0.1,France,Ligue 1
11,Bordeaux,Monaco,22.0,0:2,0.4,0.4,0.7,France,Ligue 1
11,Montpellier,Rennes,9.0,0:1,0.4,0.3,0.2,France,Ligue 1
11,Caen,Troyes,12.0,1:0,0.5,0.0,0.3,France,Ligue 1
11,Toulouse,St. Etienne,17.0,0:0,0.4,0.2,0.5,France,Ligue 1
11,Guingamp,Amiens,12.0,1:1,0.4,0.1,0.4,France,Ligue 1
11,Dijon,Nantes,20.0,1:0,0.2,0.3,0.6,France,Ligue 1
11,Strasbourg,Angers,12.0,2:2,0.2,0.3,0.2,France,Ligue 1
11,Lille,Marsylia,18.0,0:1,0.1,0.3,0.5,France,Ligue 1
12,Monaco,Guingamp,14.0,6:0,0.7272727272727273,0.09090909090909091,0.36363636363636365,France,Ligue 1
12,Marsylia,Caen,18.0,5:0,0.5454545454545454,0.2727272727272727,0.5454545454545454,France,Ligue 1
12,Nantes,Toulouse,15.0,2:1,0.5454545454545454,0.18181818181818182,0.36363636363636365,France,Ligue 1
12,St. Etienne,Lyon,22.0,0:5,0.45454545454545453,0.2727272727272727,0.5454545454545454,France,Ligue 1
12,Montpellier,Amiens,13.0,1:1,0.36363636363636365,0.2727272727272727,0.36363636363636365,France,Ligue 1
12,Angers,PSG,29.0,0:5,0.18181818181818182,0.6363636363636364,0.8181818181818182,France,Ligue 1
12,Rennes,Bordeaux,16.0,1:0,0.2727272727272727,0.2727272727272727,0.36363636363636365,France,Ligue 1
12,Troyes,Strasbourg,10.0,3:0,0.2727272727272727,0.2727272727272727,0.18181818181818182,France,Ligue 1
12,Nice,Dijon,12.0,1:0,0.2727272727272727,0.09090909090909091,0.2727272727272727,France,Ligue 1
12,Metz,Lille,6.0,0:3,0.09090909090909091,0.0,0.09090909090909091,France,Ligue 1
13,PSG,Nantes,23.0,4:1,0.8333333333333334,0.16666666666666666,0.5833333333333334,France,Ligue 1
13,Lyon,Montpellier,16.0,0:0,0.5833333333333334,0.3333333333333333,0.3333333333333333,France,Ligue 1
13,Caen,Nice,13.0,1:1,0.5,0.0,0.3333333333333333,France,Ligue 1
13,Bordeaux,Marsylia,24.0,1:1,0.3333333333333333,0.3333333333333333,0.5833333333333334,France,Ligue 1
13,Toulouse,Metz,3.0,0:0,0.3333333333333333,0.25,0.08333333333333333,France,Ligue 1
13,Amiens,Monaco,28.0,1:1,0.3333333333333333,0.16666666666666666,0.75,France,Ligue 1
13,Guingamp,Angers,13.0,1:1,0.3333333333333333,0.16666666666666666,0.16666666666666666,France,Ligue 1
13,Dijon,Troyes,15.0,3:1,0.25,0.25,0.3333333333333333,France,Ligue 1
13,Strasbourg,Rennes,15.0,2:1,0.16666666666666666,0.3333333333333333,0.3333333333333333,France,Ligue 1
13,Lille,St. Etienne,18.0,3:1,0.16666666666666666,0.25,0.4166666666666667,France,Ligue 1
14,Monaco,PSG,35.0,1:2,0.6923076923076923,0.15384615384615385,0.8461538461538461,France,Ligue 1
14,Marsylia,Guingamp,15.0,1:0,0.5384615384615384,0.3076923076923077,0.3076923076923077,France,Ligue 1
14,Caen,Bordeaux,17.0,1:0,0.46153846153846156,0.07692307692307693,0.3076923076923077,France,Ligue 1
14,St. Etienne,Strasbourg,13.0,2:2,0.38461538461538464,0.23076923076923078,0.23076923076923078,France,Ligue 1
14,Montpellier,Lille,12.0,3:0,0.3076923076923077,0.38461538461538464,0.23076923076923078,France,Ligue 1
14,Rennes,Nantes,23.0,2:1,0.3076923076923077,0.23076923076923078,0.5384615384615384,France,Ligue 1
14,Dijon,Toulouse,16.0,3:1,0.3076923076923077,0.23076923076923078,0.3076923076923077,France,Ligue 1
14,Troyes,Angers,14.0,3:0,0.3076923076923077,0.23076923076923078,0.15384615384615385,France,Ligue 1
14,Nice,Lyon,26.0,0:5,0.3076923076923077,0.15384615384615385,0.5384615384615384,France,Ligue 1
14,Metz,Amiens,15.0,0:2,0.07692307692307693,0.07692307692307693,0.3076923076923077,France,Ligue 1
15,PSG,Troyes,18.0,2:0,0.8571428571428571,0.14285714285714285,0.35714285714285715,France,Ligue 1
15,Lyon,Lille,12.0,1:2,0.5714285714285714,0.35714285714285715,0.21428571428571427,France,Ligue 1
15,Nantes,Monaco,29.0,1:0,0.5,0.14285714285714285,0.6428571428571429,France,Ligue 1
15,Amiens,Dijon,18.0,2:1,0.35714285714285715,0.21428571428571427,0.35714285714285715,France,Ligue 1
15,Bordeaux,St. Etienne,19.0,3:0,0.2857142857142857,0.35714285714285715,0.35714285714285715,France,Ligue 1
15,Toulouse,Nice,14.0,1:2,0.2857142857142857,0.2857142857142857,0.2857142857142857,France,Ligue 1
15,Guingamp,Montpellier,20.0,0:0,0.2857142857142857,0.21428571428571427,0.35714285714285715,France,Ligue 1
15,Angers,Rennes,18.0,1:2,0.14285714285714285,0.5714285714285714,0.35714285714285715,France,Ligue 1
15,Strasbourg,Caen,22.0,0:0,0.21428571428571427,0.35714285714285715,0.5,France,Ligue 1
15,Metz,Marsylia,28.0,0:3,0.07142857142857142,0.07142857142857142,0.5714285714285714,France,Ligue 1
16,Monaco,Angers,14.0,1:0,0.6,0.13333333333333333,0.13333333333333333,France,Ligue 1
16,Caen,Lyon,29.0,1:2,0.4666666666666667,0.13333333333333333,0.5333333333333333,France,Ligue 1
16,Montpellier,Marsylia,31.0,1:1,0.3333333333333333,0.4,0.6,France,Ligue 1
16,Rennes,Amiens,21.0,2:0,0.4,0.2,0.4,France,Ligue 1
16,St. Etienne,Nantes,26.0,1:1,0.3333333333333333,0.26666666666666666,0.5333333333333333,France,Ligue 1
16,Dijon,Bordeaux,20.0,3:2,0.3333333333333333,0.2,0.3333333333333333,France,Ligue 1
16,Troyes,Guingamp,16.0,0:1,0.3333333333333333,0.2,0.26666666666666666,France,Ligue 1
16,Nice,Metz,4.0,3:1,0.3333333333333333,0.13333333333333333,0.06666666666666667,France,Ligue 1
16,Strasbourg,PSG,41.0,2:1,0.2,0.4,0.8666666666666667,France,Ligue 1
16,Lille,Toulouse,16.0,1:0,0.26666666666666666,0.2,0.26666666666666666,France,Ligue 1
17,PSG,Lille,18.0,3:1,0.8125,0.125,0.3125,France,Ligue 1
17,Monaco,Troyes,18.0,3:2,0.625,0.125,0.3125,France,Ligue 1
17,Marsylia,St. Etienne,20.0,3:0,0.5625,0.3125,0.3125,France,Ligue 1
17,Nantes,Nice,20.0,1:2,0.5,0.1875,0.375,France,Ligue 1
17,Amiens,Lyon,32.0,1:2,0.375,0.1875,0.5625,France,Ligue 1
17,Bordeaux,Strasbourg,18.0,0:3,0.3125,0.3125,0.25,France,Ligue 1
17,Guingamp,Dijon,21.0,4:0,0.3125,0.25,0.375,France,Ligue 1
17,Toulouse,Caen,23.0,2:0,0.25,0.25,0.4375,France,Ligue 1
17,Angers,Montpellier,22.0,1:1,0.125,0.5,0.3125,France,Ligue 1
17,Metz,Rennes,24.0,1:1,0.0625,0.0625,0.4375,France,Ligue 1
18,Lyon,Marsylia,35.0,2:0,0.5882352941176471,0.29411764705882354,0.5882352941176471,France,Ligue 1
18,Nantes,Angers,15.0,1:0,0.47058823529411764,0.17647058823529413,0.11764705882352941,France,Ligue 1
18,Rennes,PSG,44.0,1:4,0.4117647058823529,0.23529411764705882,0.8235294117647058,France,Ligue 1
18,Montpellier,Metz,5.0,1:3,0.29411764705882354,0.47058823529411764,0.058823529411764705,France,Ligue 1
18,Nice,Bordeaux,20.0,1:0,0.4117647058823529,0.11764705882352941,0.29411764705882354,France,Ligue 1
18,Caen,Guingamp,22.0,0:0,0.4117647058823529,0.11764705882352941,0.35294117647058826,France,Ligue 1
18,Strasbourg,Toulouse,19.0,2:1,0.29411764705882354,0.35294117647058826,0.29411764705882354,France,Ligue 1
18,Dijon,Lille,18.0,3:0,0.35294117647058826,0.17647058823529413,0.29411764705882354,France,Ligue 1
18,St. Etienne,Monaco,35.0,0:4,0.29411764705882354,0.29411764705882354,0.6470588235294118,France,Ligue 1
18,Troyes,Amiens,21.0,1:0,0.29411764705882354,0.17647058823529413,0.35294117647058826,France,Ligue 1
19,PSG,Caen,24.0,3:1,0.8333333333333334,0.1111111111111111,0.3888888888888889,France,Ligue 1
19,Monaco,Rennes,25.0,2:1,0.6666666666666666,0.1111111111111111,0.3888888888888889,France,Ligue 1
19,Marsylia,Troyes,21.0,3:1,0.5555555555555556,0.2777777777777778,0.3333333333333333,France,Ligue 1
19,Guingamp,St. Etienne,20.0,2:1,0.3333333333333333,0.2777777777777778,0.2777777777777778,France,Ligue 1
19,Amiens,Nantes,30.0,0:1,0.3333333333333333,0.16666666666666666,0.5,France,Ligue 1
19,Bordeaux,Montpellier,23.0,0:2,0.2777777777777778,0.2777777777777778,0.2777777777777778,France,Ligue 1
19,Toulouse,Lyon,38.0,1:2,0.2777777777777778,0.2222222222222222,0.6111111111111112,France,Ligue 1
19,Lille,Nice,26.0,1:1,0.2777777777777778,0.16666666666666666,0.4444444444444444,France,Ligue 1
19,Angers,Dijon,24.0,2:1,0.1111111111111111,0.5,0.3888888888888889,France,Ligue 1
19,Metz,Strasbourg,24.0,3:0,0.1111111111111111,0.1111111111111111,0.3333333333333333,France,Ligue 1
20,Lyon,Angers,18.0,1:1,0.631578947368421,0.2631578947368421,0.15789473684210525,France,Ligue 1
20,Nantes,PSG,50.0,0:1,0.5263157894736842,0.15789473684210525,0.8421052631578947,France,Ligue 1
20,Nice,Amiens,21.0,1:0,0.42105263157894735,0.15789473684210525,0.3157894736842105,France,Ligue 1
20,Montpellier,Monaco,41.0,0:0,0.3157894736842105,0.42105263157894735,0.6842105263157895,France,Ligue 1
20,Rennes,Marsylia,38.0,0:3,0.3684210526315789,0.21052631578947367,0.5789473684210527,France,Ligue 1
20,Dijon,Metz,11.0,1:1,0.3684210526315789,0.15789473684210525,0.15789473684210525,France,Ligue 1
20,Strasbourg,Guingamp,26.0,0:2,0.3157894736842105,0.3157894736842105,0.3684210526315789,France,Ligue 1
20,Caen,Lille,19.0,0:1,0.3684210526315789,0.15789473684210525,0.2631578947368421,France,Ligue 1
20,Troyes,Bordeaux,20.0,0:1,0.3157894736842105,0.15789473684210525,0.2631578947368421,France,Ligue 1
20,St. Etienne,Toulouse,19.0,2:0,0.2631578947368421,0.2631578947368421,0.2631578947368421,France,Ligue 1
21,PSG,Dijon,25.0,8:0,0.85,0.1,0.35,France,Ligue 1
21,Monaco,Nice,30.0,2:2,0.65,0.15,0.45,France,Ligue 1
21,Marsylia,Strasbourg,24.0,2:0,0.6,0.25,0.3,France,Ligue 1
21,Guingamp,Lyon,42.0,0:2,0.4,0.25,0.6,France,Ligue 1
21,Bordeaux,Caen,24.0,0:2,0.3,0.25,0.35,France,Ligue 1
21,Lille,Rennes,25.0,1:2,0.3,0.2,0.35,France,Ligue 1
21,Amiens,Montpellier,27.0,1:1,0.3,0.15,0.3,France,Ligue 1
21,Angers,Troyes,21.0,3:1,0.15,0.5,0.3,France,Ligue 1
21,Toulouse,Nantes,33.0,1:1,0.25,0.2,0.5,France,Ligue 1
21,Metz,St. Etienne,23.0,3:0,0.15,0.15,0.3,France,Ligue 1
