Round,TeamHT,TeamVT,ScoreHalf,ScoreFull,OddsHT,OddsX,OddsVT,Country,League
1,Blackburn,Wolverhampton,0.0,1:2,,,,England,Premier League
1,Fulham,Aston Villa,0.0,0:0,,,,England,Premier League
1,Liverpool,Sunderland,0.0,1:1,,,,England,Premier League
1,Man. City,Swansea,0.0,4:0,,,,England,Premier League
1,Newcastle,Arsenal,0.0,0:0,,,,England,Premier League
1,QPR,Bolton,0.0,0:4,,,,England,Premier League
1,Stoke,Chelsea,0.0,0:0,,,,England,Premier League
1,Tottenham,Everton,0.0,2:0,,,,England,Premier League
1,West Bromwich,Man. Utd,0.0,1:2,,,,England,Premier League
1,Wigan,Norwich,0.0,1:1,,,,England,Premier League
2,Bolton,Man. City,3.0,2:3,1.0,0.0,1.0,England,Premier League
2,Man. Utd,Tottenham,3.0,3:0,1.0,0.0,1.0,England,Premier League
2,Wolverhampton,Fulham,1.0,2:0,1.0,0.0,0.0,England,Premier League
2,Norwich,Stoke,1.0,1:1,0.0,1.0,0.0,England,Premier League
2,Sunderland,Newcastle,1.0,0:1,0.0,1.0,0.0,England,Premier League
2,Arsenal,Liverpool,1.0,0:2,0.0,1.0,0.0,England,Premier League
2,Aston Villa,Blackburn,0.0,3:1,0.0,1.0,0.0,England,Premier League
2,Chelsea,West Bromwich,0.0,2:1,0.0,1.0,0.0,England,Premier League
2,Everton,QPR,0.0,0:1,0.0,0.0,0.0,England,Premier League
2,Swansea,Wigan,1.0,0:0,0.0,0.0,0.0,England,Premier League
3,Man. Utd,Arsenal,1.0,8:2,1.0,0.0,0.0,England,Premier League
3,Aston Villa,Wolverhampton,6.0,0:0,0.5,0.5,1.0,England,Premier League
3,Liverpool,Bolton,3.0,3:1,0.5,0.5,0.5,England,Premier League
3,Chelsea,Norwich,2.0,3:1,0.5,0.5,0.0,England,Premier League
3,Newcastle,Fulham,1.0,2:1,0.5,0.5,0.0,England,Premier League
3,Tottenham,Man. City,6.0,1:5,0.5,0.0,1.0,England,Premier League
3,Wigan,QPR,3.0,2:0,0.0,1.0,0.5,England,Premier League
3,Swansea,Sunderland,1.0,0:0,0.0,0.5,0.0,England,Premier League
3,West Bromwich,Stoke,2.0,0:1,0.0,0.0,0.0,England,Premier League
3,Blackburn,Everton,0.0,0:1,0.0,0.0,0.0,England,Premier League
4,Man. City,Wigan,5.0,3:0,1.0,0.0,0.3333333333333333,England,Premier League
4,Wolverhampton,Tottenham,3.0,0:2,0.6666666666666666,0.3333333333333333,0.3333333333333333,England,Premier League
4,Stoke,Liverpool,7.0,1:0,0.3333333333333333,0.6666666666666666,0.6666666666666666,England,Premier League
4,Bolton,Man. Utd,9.0,0:5,0.3333333333333333,0.0,1.0,England,Premier League
4,Everton,Aston Villa,5.0,2:2,0.3333333333333333,0.0,0.3333333333333333,England,Premier League
4,QPR,Newcastle,7.0,0:0,0.3333333333333333,0.0,0.6666666666666666,England,Premier League
4,Sunderland,Chelsea,7.0,1:2,0.0,0.6666666666666666,0.6666666666666666,England,Premier League
4,Norwich,West Bromwich,0.0,0:1,0.0,0.6666666666666666,0.0,England,Premier League
4,Fulham,Blackburn,0.0,1:1,0.0,0.3333333333333333,0.0,England,Premier League
4,Arsenal,Swansea,2.0,1:0,0.0,0.3333333333333333,0.0,England,Premier League
5,Man. Utd,Chelsea,10.0,3:1,1.0,0.0,0.75,England,Premier League
5,Wolverhampton,QPR,4.0,0:3,0.5,0.25,0.25,England,Premier League
5,Aston Villa,Newcastle,8.0,1:1,0.25,0.75,0.5,England,Premier League
5,Tottenham,Liverpool,7.0,4:0,0.5,0.0,0.5,England,Premier League
5,Everton,Wigan,5.0,3:1,0.25,0.25,0.25,England,Premier League
5,Bolton,Norwich,2.0,1:2,0.25,0.0,0.0,England,Premier League
5,Sunderland,Stoke,8.0,4:0,0.0,0.5,0.5,England,Premier League
5,Fulham,Man. City,12.0,2:2,0.0,0.5,1.0,England,Premier League
5,Swansea,West Bromwich,3.0,3:0,0.0,0.5,0.25,England,Premier League
5,Blackburn,Arsenal,4.0,4:3,0.0,0.25,0.25,England,Premier League
6,Man. City,Everton,7.0,2:0,0.8,0.2,0.4,England,Premier League
6,Chelsea,Swansea,5.0,4:1,0.6,0.2,0.2,England,Premier League
6,Newcastle,Blackburn,4.0,3:1,0.4,0.6,0.2,England,Premier League
6,Stoke,Man. Utd,15.0,1:1,0.4,0.4,1.0,England,Premier League
6,Liverpool,Wolverhampton,7.0,2:1,0.4,0.2,0.4,England,Premier League
6,QPR,Aston Villa,7.0,1:1,0.4,0.2,0.2,England,Premier League
6,Norwich,Sunderland,5.0,2:1,0.2,0.4,0.2,England,Premier League
6,Wigan,Tottenham,9.0,1:2,0.2,0.4,0.6,England,Premier League
6,Arsenal,Bolton,3.0,3:0,0.2,0.2,0.2,England,Premier League
6,West Bromwich,Fulham,3.0,0:0,0.2,0.0,0.0,England,Premier League
7,Man. Utd,Norwich,8.0,2:0,0.8333333333333334,0.16666666666666666,0.3333333333333333,England,Premier League
7,Tottenham,Arsenal,7.0,2:1,0.6666666666666666,0.0,0.3333333333333333,England,Premier League
7,Aston Villa,Wigan,5.0,2:0,0.16666666666666666,0.8333333333333334,0.16666666666666666,England,Premier League
7,Everton,Liverpool,10.0,0:2,0.3333333333333333,0.16666666666666666,0.5,England,Premier League
7,Wolverhampton,Newcastle,12.0,1:2,0.3333333333333333,0.16666666666666666,0.5,England,Premier League
7,Sunderland,West Bromwich,4.0,2:2,0.16666666666666666,0.3333333333333333,0.16666666666666666,England,Premier League
7,Swansea,Stoke,9.0,2:0,0.16666666666666666,0.3333333333333333,0.3333333333333333,England,Premier League
7,Fulham,QPR,8.0,6:0,0.0,0.6666666666666666,0.3333333333333333,England,Premier League
7,Blackburn,Man. City,16.0,0:4,0.16666666666666666,0.16666666666666666,0.8333333333333334,England,Premier League
7,Bolton,Chelsea,13.0,1:5,0.16666666666666666,0.0,0.6666666666666666,England,Premier League
8,Man. City,Aston Villa,11.0,4:1,0.8571428571428571,0.14285714285714285,0.2857142857142857,England,Premier League
8,Chelsea,Everton,7.0,3:1,0.7142857142857143,0.14285714285714285,0.2857142857142857,England,Premier League
8,Newcastle,Tottenham,15.0,2:2,0.5714285714285714,0.42857142857142855,0.7142857142857143,England,Premier League
8,Liverpool,Man. Utd,19.0,1:1,0.5714285714285714,0.14285714285714285,0.8571428571428571,England,Premier League
8,Stoke,Fulham,7.0,2:0,0.2857142857142857,0.42857142857142855,0.14285714285714285,England,Premier League
8,Norwich,Swansea,8.0,3:1,0.2857142857142857,0.2857142857142857,0.2857142857142857,England,Premier League
8,QPR,Blackburn,4.0,1:1,0.2857142857142857,0.2857142857142857,0.14285714285714285,England,Premier League
8,Arsenal,Sunderland,6.0,2:1,0.2857142857142857,0.14285714285714285,0.14285714285714285,England,Premier League
8,West Bromwich,Wolverhampton,7.0,2:0,0.14285714285714285,0.2857142857142857,0.2857142857142857,England,Premier League
8,Wigan,Bolton,3.0,1:3,0.14285714285714285,0.2857142857142857,0.14285714285714285,England,Premier League
9,Man. Utd,Man. City,22.0,1:6,0.75,0.25,0.875,England,Premier League
9,Newcastle,Wigan,5.0,1:0,0.5,0.5,0.125,England,Premier League
9,Liverpool,Norwich,11.0,1:1,0.5,0.25,0.375,England,Premier League
9,Aston Villa,West Bromwich,8.0,1:2,0.25,0.625,0.25,England,Premier League
9,Arsenal,Stoke,12.0,3:1,0.375,0.125,0.375,England,Premier League
9,QPR,Chelsea,19.0,1:0,0.25,0.375,0.75,England,Premier League
9,Fulham,Everton,7.0,1:3,0.125,0.5,0.25,England,Premier League
9,Wolverhampton,Swansea,8.0,2:2,0.25,0.125,0.25,England,Premier League
9,Bolton,Sunderland,6.0,0:2,0.25,0.0,0.125,England,Premier League
9,Blackburn,Tottenham,16.0,1:2,0.125,0.25,0.625,England,Premier League
10,Man. City,Wolverhampton,8.0,3:1,0.8888888888888888,0.1111111111111111,0.2222222222222222,England,Premier League
10,Chelsea,Arsenal,13.0,3:5,0.6666666666666666,0.1111111111111111,0.4444444444444444,England,Premier League
10,Tottenham,QPR,12.0,3:1,0.6666666666666666,0.1111111111111111,0.3333333333333333,England,Premier League
10,Norwich,Blackburn,5.0,3:3,0.3333333333333333,0.3333333333333333,0.1111111111111111,England,Premier League
10,Stoke,Newcastle,19.0,1:3,0.3333333333333333,0.3333333333333333,0.5555555555555556,England,Premier League
10,West Bromwich,Liverpool,15.0,0:2,0.3333333333333333,0.2222222222222222,0.4444444444444444,England,Premier League
10,Everton,Man. Utd,20.0,0:1,0.3333333333333333,0.1111111111111111,0.6666666666666666,England,Premier League
10,Sunderland,Aston Villa,11.0,2:2,0.2222222222222222,0.3333333333333333,0.2222222222222222,England,Premier League
10,Swansea,Bolton,6.0,3:1,0.2222222222222222,0.3333333333333333,0.2222222222222222,England,Premier League
10,Wigan,Fulham,7.0,0:2,0.1111111111111111,0.2222222222222222,0.1111111111111111,England,Premier League
11,Man. Utd,Sunderland,10.0,1:0,0.7,0.2,0.2,England,Premier League
11,Newcastle,Everton,10.0,2:1,0.6,0.4,0.3,England,Premier League
11,Liverpool,Swansea,12.0,0:0,0.5,0.3,0.3,England,Premier League
11,Arsenal,West Bromwich,11.0,3:0,0.5,0.1,0.3,England,Premier League
11,Aston Villa,Norwich,13.0,3:2,0.2,0.6,0.3,England,Premier League
11,QPR,Man. City,28.0,2:3,0.3,0.3,0.9,England,Premier League
11,Fulham,Tottenham,22.0,1:3,0.2,0.4,0.7,England,Premier League
11,Wolverhampton,Wigan,5.0,3:1,0.2,0.2,0.1,England,Premier League
11,Blackburn,Chelsea,19.0,0:1,0.1,0.3,0.6,England,Premier League
11,Bolton,Stoke,12.0,5:0,0.2,0.0,0.3,England,Premier League
12,Man. City,Newcastle,25.0,3:1,0.9090909090909091,0.09090909090909091,0.6363636363636364,England,Premier League
12,Tottenham,Aston Villa,15.0,2:0,0.7272727272727273,0.09090909090909091,0.2727272727272727,England,Premier League
12,Chelsea,Liverpool,19.0,1:2,0.6363636363636364,0.09090909090909091,0.45454545454545453,England,Premier League
12,Norwich,Arsenal,19.0,1:2,0.2727272727272727,0.36363636363636365,0.5454545454545454,England,Premier League
12,Swansea,Man. Utd,26.0,0:1,0.2727272727272727,0.36363636363636365,0.7272727272727273,England,Premier League
12,Stoke,QPR,12.0,2:3,0.2727272727272727,0.2727272727272727,0.2727272727272727,England,Premier League
12,West Bromwich,Bolton,9.0,2:1,0.2727272727272727,0.18181818181818182,0.2727272727272727,England,Premier League
12,Sunderland,Fulham,10.0,0:0,0.18181818181818182,0.36363636363636365,0.18181818181818182,England,Premier League
12,Everton,Wolverhampton,11.0,2:1,0.2727272727272727,0.09090909090909091,0.2727272727272727,England,Premier League
12,Wigan,Blackburn,6.0,3:3,0.09090909090909091,0.18181818181818182,0.09090909090909091,England,Premier League
13,Man. Utd,Newcastle,25.0,1:1,0.75,0.16666666666666666,0.5833333333333334,England,Premier League
13,Chelsea,Wolverhampton,11.0,3:0,0.5833333333333334,0.08333333333333333,0.25,England,Premier League
13,Liverpool,Man. City,34.0,1:1,0.5,0.3333333333333333,0.9166666666666666,England,Premier League
13,Arsenal,Fulham,11.0,1:1,0.5833333333333334,0.08333333333333333,0.16666666666666666,England,Premier League
13,West Bromwich,Tottenham,28.0,1:3,0.3333333333333333,0.16666666666666666,0.75,England,Premier League
13,Norwich,QPR,15.0,2:1,0.25,0.3333333333333333,0.3333333333333333,England,Premier League
13,Swansea,Aston Villa,15.0,0:0,0.25,0.3333333333333333,0.25,England,Premier League
13,Stoke,Blackburn,7.0,3:1,0.25,0.25,0.08333333333333333,England,Premier League
13,Sunderland,Wigan,6.0,1:2,0.16666666666666666,0.4166666666666667,0.08333333333333333,England,Premier League
13,Bolton,Everton,13.0,0:2,0.25,0.0,0.3333333333333333,England,Premier League
14,Man. City,Norwich,16.0,5:1,0.8461538461538461,0.15384615384615385,0.3076923076923077,England,Premier League
14,Tottenham,Bolton,9.0,3:0,0.7692307692307693,0.07692307692307693,0.23076923076923078,England,Premier League
14,Newcastle,Chelsea,25.0,0:3,0.5384615384615384,0.38461538461538464,0.6153846153846154,England,Premier League
14,Aston Villa,Man. Utd,30.0,0:1,0.23076923076923078,0.5384615384615384,0.6923076923076923,England,Premier League
14,Everton,Stoke,15.0,0:1,0.38461538461538464,0.07692307692307693,0.3076923076923077,England,Premier League
14,QPR,West Bromwich,14.0,1:1,0.3076923076923077,0.23076923076923078,0.3076923076923077,England,Premier League
14,Fulham,Liverpool,23.0,1:0,0.15384615384615385,0.46153846153846156,0.46153846153846156,England,Premier League
14,Wolverhampton,Sunderland,11.0,2:1,0.23076923076923078,0.15384615384615385,0.15384615384615385,England,Premier League
14,Wigan,Arsenal,23.0,0:4,0.15384615384615385,0.23076923076923078,0.5384615384615384,England,Premier League
14,Blackburn,Swansea,14.0,4:2,0.07692307692307693,0.3076923076923077,0.23076923076923078,England,Premier League
15,Man. Utd,Wolverhampton,14.0,4:1,0.7142857142857143,0.21428571428571427,0.2857142857142857,England,Premier League
15,Chelsea,Man. City,38.0,2:1,0.6428571428571429,0.07142857142857142,0.8571428571428571,England,Premier League
15,Arsenal,Everton,16.0,1:0,0.5714285714285714,0.14285714285714285,0.35714285714285715,England,Premier League
15,Liverpool,QPR,16.0,1:0,0.42857142857142855,0.35714285714285715,0.2857142857142857,England,Premier League
15,Stoke,Tottenham,34.0,2:1,0.35714285714285715,0.21428571428571427,0.7857142857142857,England,Premier League
15,Norwich,Newcastle,26.0,4:2,0.2857142857142857,0.2857142857142857,0.5,England,Premier League
15,West Bromwich,Wigan,9.0,1:2,0.2857142857142857,0.21428571428571427,0.14285714285714285,England,Premier League
15,Swansea,Fulham,15.0,2:0,0.21428571428571427,0.35714285714285715,0.21428571428571427,England,Premier League
15,Sunderland,Blackburn,10.0,2:1,0.14285714285714285,0.35714285714285715,0.14285714285714285,England,Premier League
15,Bolton,Aston Villa,16.0,1:2,0.21428571428571427,0.0,0.21428571428571427,England,Premier League
16,Man. City,Arsenal,29.0,1:0,0.8,0.13333333333333333,0.6,England,Premier League
16,Tottenham,Sunderland,14.0,1:0,0.7333333333333333,0.06666666666666667,0.2,England,Premier League
16,Newcastle,Swansea,17.0,0:0,0.4666666666666667,0.3333333333333333,0.26666666666666666,England,Premier League
16,Aston Villa,Liverpool,26.0,0:2,0.26666666666666666,0.4666666666666667,0.4666666666666667,England,Premier League
16,Everton,Norwich,19.0,1:1,0.3333333333333333,0.06666666666666667,0.3333333333333333,England,Premier League
16,QPR,Man. Utd,36.0,0:2,0.26666666666666666,0.26666666666666666,0.7333333333333333,England,Premier League
16,Fulham,Bolton,9.0,2:0,0.2,0.4,0.2,England,Premier League
16,Wolverhampton,Stoke,21.0,1:2,0.26666666666666666,0.13333333333333333,0.4,England,Premier League
16,Wigan,Chelsea,31.0,1:1,0.2,0.2,0.6666666666666666,England,Premier League
16,Blackburn,West Bromwich,15.0,1:2,0.13333333333333333,0.26666666666666666,0.26666666666666666,England,Premier League
17,Man. City,Stoke,24.0,3:0,0.8125,0.125,0.4375,England,Premier League
17,Tottenham,Chelsea,32.0,1:1,0.75,0.0625,0.625,England,Premier League
17,Newcastle,West Bromwich,18.0,2:3,0.4375,0.375,0.3125,England,Premier League
17,Aston Villa,Arsenal,29.0,1:2,0.25,0.4375,0.5625,England,Premier League
17,Fulham,Man. Utd,39.0,0:5,0.25,0.375,0.75,England,Premier League
17,Everton,Swansea,18.0,1:0,0.3125,0.125,0.25,England,Premier League
17,QPR,Sunderland,14.0,2:3,0.25,0.25,0.1875,England,Premier League
17,Wolverhampton,Norwich,20.0,2:2,0.25,0.125,0.3125,England,Premier League
17,Wigan,Liverpool,29.0,0:0,0.1875,0.25,0.5,England,Premier League
17,Blackburn,Bolton,9.0,1:2,0.125,0.25,0.1875,England,Premier League
18,Man. Utd,Wigan,14.0,5:0,0.7647058823529411,0.17647058823529413,0.17647058823529413,England,Premier League
18,Chelsea,Fulham,18.0,1:1,0.5882352941176471,0.17647058823529413,0.23529411764705882,England,Premier League
18,Arsenal,Wolverhampton,15.0,1:1,0.5882352941176471,0.11764705882352941,0.23529411764705882,England,Premier League
18,Liverpool,Blackburn,10.0,1:1,0.47058823529411764,0.35294117647058826,0.11764705882352941,England,Premier League
18,Stoke,Aston Villa,19.0,0:0,0.4117647058823529,0.17647058823529413,0.23529411764705882,England,Premier League
18,Norwich,Tottenham,38.0,0:2,0.29411764705882354,0.35294117647058826,0.7058823529411765,England,Premier League
18,West Bromwich,Man. City,44.0,0:0,0.35294117647058826,0.17647058823529413,0.8235294117647058,England,Premier League
18,Swansea,QPR,16.0,1:1,0.23529411764705882,0.35294117647058826,0.23529411764705882,England,Premier League
18,Sunderland,Everton,20.0,1:1,0.23529411764705882,0.29411764705882354,0.35294117647058826,England,Premier League
18,Bolton,Newcastle,27.0,0:2,0.23529411764705882,0.0,0.4117647058823529,England,Premier League
19,Man. Utd,Blackburn,11.0,2:3,0.7777777777777778,0.16666666666666666,0.1111111111111111,England,Premier League
19,Chelsea,Aston Villa,20.0,1:3,0.5555555555555556,0.2222222222222222,0.2222222222222222,England,Premier League
19,Arsenal,QPR,17.0,1:0,0.5555555555555556,0.16666666666666666,0.2222222222222222,England,Premier League
19,Liverpool,Newcastle,30.0,3:1,0.4444444444444444,0.3888888888888889,0.4444444444444444,England,Premier League
19,Stoke,Wigan,14.0,2:2,0.3888888888888889,0.2222222222222222,0.16666666666666666,England,Premier League
19,West Bromwich,Everton,21.0,0:1,0.3333333333333333,0.2222222222222222,0.3333333333333333,England,Premier League
19,Norwich,Fulham,19.0,1:1,0.2777777777777778,0.3333333333333333,0.2222222222222222,England,Premier League
19,Swansea,Tottenham,41.0,1:1,0.2222222222222222,0.3888888888888889,0.7222222222222222,England,Premier League
19,Sunderland,Man. City,45.0,1:0,0.2222222222222222,0.3333333333333333,0.7777777777777778,England,Premier League
19,Bolton,Wolverhampton,16.0,1:1,0.2222222222222222,0.0,0.2222222222222222,England,Premier League
20,Man. City,Liverpool,34.0,3:0,0.7368421052631579,0.15789473684210525,0.47368421052631576,England,Premier League
20,Tottenham,West Bromwich,22.0,1:0,0.6842105263157895,0.15789473684210525,0.3157894736842105,England,Premier League
20,Newcastle,Man. Utd,45.0,3:0,0.42105263157894735,0.3157894736842105,0.7368421052631579,England,Premier League
20,Everton,Bolton,13.0,1:2,0.3684210526315789,0.15789473684210525,0.21052631578947367,England,Premier League
20,Aston Villa,Swansea,20.0,0:2,0.2631578947368421,0.42105263157894735,0.21052631578947367,England,Premier League
20,Fulham,Arsenal,36.0,2:1,0.21052631578947367,0.42105263157894735,0.5789473684210527,England,Premier League
20,Wolverhampton,Chelsea,34.0,1:2,0.21052631578947367,0.2631578947368421,0.5263157894736842,England,Premier League
20,QPR,Norwich,22.0,1:2,0.21052631578947367,0.2631578947368421,0.2631578947368421,England,Premier League
20,Wigan,Sunderland,21.0,1:4,0.15789473684210525,0.3157894736842105,0.2631578947368421,England,Premier League
20,Blackburn,Stoke,26.0,1:2,0.15789473684210525,0.2631578947368421,0.3684210526315789,England,Premier League
21,Man. Utd,Bolton,16.0,3:0,0.7,0.15,0.25,England,Premier League
21,Tottenham,Wolverhampton,17.0,1:1,0.7,0.15,0.2,England,Premier League
21,Chelsea,Sunderland,24.0,1:0,0.55,0.2,0.3,England,Premier League
21,Liverpool,Stoke,29.0,0:0,0.45,0.35,0.4,England,Premier League
21,Newcastle,QPR,17.0,1:0,0.45,0.3,0.2,England,Premier League
21,Swansea,Arsenal,36.0,3:2,0.25,0.4,0.55,England,Premier League
21,Aston Villa,Everton,24.0,1:1,0.25,0.4,0.35,England,Premier League
21,West Bromwich,Norwich,25.0,1:2,0.3,0.2,0.3,England,Premier League
21,Wigan,Man. City,48.0,0:1,0.15,0.3,0.75,England,Premier League
21,Blackburn,Fulham,23.0,3:1,0.15,0.25,0.25,England,Premier League
22,Man. City,Tottenham,46.0,3:2,0.7619047619047619,0.14285714285714285,0.6666666666666666,England,Premier League
22,Arsenal,Man. Utd,48.0,1:2,0.5238095238095238,0.14285714285714285,0.7142857142857143,England,Premier League
22,Stoke,West Bromwich,22.0,1:2,0.38095238095238093,0.2857142857142857,0.2857142857142857,England,Premier League
22,Norwich,Chelsea,40.0,0:0,0.3333333333333333,0.3333333333333333,0.5714285714285714,England,Premier League
22,Everton,Blackburn,17.0,1:1,0.3333333333333333,0.19047619047619047,0.19047619047619047,England,Premier League
22,Sunderland,Swansea,26.0,2:0,0.2857142857142857,0.2857142857142857,0.2857142857142857,England,Premier League
22,Fulham,Newcastle,36.0,5:2,0.23809523809523808,0.38095238095238093,0.47619047619047616,England,Premier League
22,Wolverhampton,Aston Villa,24.0,2:3,0.19047619047619047,0.2857142857142857,0.23809523809523808,England,Premier League
22,QPR,Wigan,15.0,3:1,0.19047619047619047,0.23809523809523808,0.14285714285714285,England,Premier League
22,Bolton,Liverpool,35.0,3:1,0.23809523809523808,0.047619047619047616,0.42857142857142855,England,Premier League
23,Man. Utd,Stoke,30.0,2:0,0.7272727272727273,0.13636363636363635,0.36363636363636365,England,Premier League
23,Tottenham,Wigan,15.0,3:1,0.6363636363636364,0.18181818181818182,0.13636363636363635,England,Premier League
23,Sunderland,Norwich,29.0,3:0,0.3181818181818182,0.2727272727272727,0.3181818181818182,England,Premier League
23,Aston Villa,QPR,20.0,2:2,0.2727272727272727,0.4090909090909091,0.22727272727272727,England,Premier League
23,Fulham,West Bromwich,25.0,1:1,0.2727272727272727,0.36363636363636365,0.3181818181818182,England,Premier League
23,Swansea,Chelsea,41.0,1:1,0.2727272727272727,0.36363636363636365,0.5454545454545454,England,Premier League
23,Everton,Man. City,54.0,1:0,0.3181818181818182,0.22727272727272727,0.7727272727272727,England,Premier League
23,Bolton,Arsenal,36.0,0:0,0.2727272727272727,0.045454545454545456,0.5,England,Premier League
23,Blackburn,Newcastle,36.0,0:2,0.18181818181818182,0.2727272727272727,0.45454545454545453,England,Premier League
23,Wolverhampton,Liverpool,35.0,0:3,0.18181818181818182,0.2727272727272727,0.4090909090909091,England,Premier League
24,Man. City,Fulham,27.0,3:0,0.7391304347826086,0.13043478260869565,0.2608695652173913,England,Premier League
24,Chelsea,Man. Utd,54.0,3:3,0.5217391304347826,0.2608695652173913,0.7391304347826086,England,Premier League
24,Newcastle,Aston Villa,28.0,2:1,0.4782608695652174,0.2608695652173913,0.2608695652173913,England,Premier League
24,Liverpool,Tottenham,49.0,0:0,0.43478260869565216,0.34782608695652173,0.6521739130434783,England,Premier League
24,Arsenal,Blackburn,18.0,7:1,0.4782608695652174,0.17391304347826086,0.17391304347826086,England,Premier League
24,Stoke,Sunderland,30.0,0:1,0.34782608695652173,0.2608695652173913,0.34782608695652173,England,Premier League
24,Norwich,Bolton,20.0,2:0,0.30434782608695654,0.34782608695652173,0.2608695652173913,England,Premier League
24,West Bromwich,Swansea,27.0,1:2,0.30434782608695654,0.21739130434782608,0.2608695652173913,England,Premier League
24,QPR,Wolverhampton,18.0,1:2,0.21739130434782608,0.2608695652173913,0.17391304347826086,England,Premier League
24,Wigan,Everton,29.0,1:1,0.13043478260869565,0.2608695652173913,0.34782608695652173,England,Premier League
25,Man. Utd,Liverpool,39.0,2:1,0.7083333333333334,0.16666666666666666,0.4166666666666667,England,Premier League
25,Tottenham,Newcastle,42.0,5:0,0.625,0.20833333333333334,0.5,England,Premier League
25,Sunderland,Arsenal,40.0,1:2,0.375,0.25,0.5,England,Premier League
25,Swansea,Norwich,32.0,2:3,0.2916666666666667,0.375,0.3333333333333333,England,Premier League
25,Everton,Chelsea,43.0,2:0,0.3333333333333333,0.25,0.5,England,Premier League
25,Aston Villa,Man. City,57.0,0:1,0.25,0.4166666666666667,0.75,England,Premier League
25,Fulham,Stoke,30.0,2:1,0.25,0.375,0.3333333333333333,England,Premier League
25,Wolverhampton,West Bromwich,26.0,1:5,0.20833333333333334,0.25,0.2916666666666667,England,Premier League
25,Bolton,Wigan,16.0,1:2,0.25,0.08333333333333333,0.125,England,Premier League
25,Blackburn,QPR,21.0,3:2,0.16666666666666666,0.25,0.20833333333333334,England,Premier League
26,Man. City,Blackburn,21.0,3:0,0.76,0.12,0.2,England,Premier League
26,Arsenal,Tottenham,53.0,5:2,0.52,0.16,0.64,England,Premier League
26,Chelsea,Bolton,20.0,3:0,0.48,0.28,0.24,England,Premier League
26,Newcastle,Wolverhampton,21.0,2:2,0.48,0.24,0.2,England,Premier League
26,Liverpool,Everton,33.0,3:0,0.4,0.36,0.36,England,Premier League
26,Norwich,Man. Utd,58.0,1:2,0.36,0.32,0.72,England,Premier League
26,Stoke,Swansea,30.0,2:0,0.32,0.24,0.28,England,Premier League
26,West Bromwich,Sunderland,33.0,4:0,0.32,0.2,0.36,England,Premier League
26,QPR,Fulham,30.0,0:1,0.2,0.24,0.28,England,Premier League
26,Wigan,Aston Villa,28.0,0:0,0.16,0.28,0.24,England,Premier League
27,Man. City,Bolton,20.0,2:0,0.7692307692307693,0.11538461538461539,0.23076923076923078,England,Premier League
27,Tottenham,Man. Utd,61.0,1:3,0.6153846153846154,0.19230769230769232,0.7307692307692307,England,Premier League
27,Newcastle,Sunderland,33.0,1:1,0.46153846153846156,0.2692307692307692,0.34615384615384615,England,Premier League
27,Liverpool,Arsenal,46.0,1:2,0.4230769230769231,0.34615384615384615,0.5384615384615384,England,Premier League
27,Fulham,Wolverhampton,22.0,5:0,0.3076923076923077,0.34615384615384615,0.19230769230769232,England,Premier League
27,Stoke,Norwich,35.0,1:0,0.34615384615384615,0.23076923076923078,0.34615384615384615,England,Premier League
27,West Bromwich,Chelsea,46.0,1:0,0.34615384615384615,0.19230769230769232,0.5,England,Premier League
27,QPR,Everton,33.0,1:1,0.19230769230769232,0.23076923076923078,0.34615384615384615,England,Premier League
27,Blackburn,Aston Villa,29.0,1:1,0.19230769230769232,0.23076923076923078,0.23076923076923078,England,Premier League
27,Wigan,Swansea,30.0,0:2,0.15384615384615385,0.3076923076923077,0.2692307692307692,England,Premier League
28,Man. Utd,West Bromwich,35.0,2:0,0.7407407407407407,0.14814814814814814,0.37037037037037035,England,Premier League
28,Arsenal,Newcastle,44.0,2:1,0.5555555555555556,0.14814814814814814,0.4444444444444444,England,Premier League
28,Chelsea,Stoke,36.0,1:0,0.48148148148148145,0.25925925925925924,0.37037037037037035,England,Premier League
28,Norwich,Wigan,20.0,1:1,0.3333333333333333,0.2962962962962963,0.14814814814814814,England,Premier League
28,Sunderland,Liverpool,42.0,1:0,0.3333333333333333,0.25925925925925924,0.4074074074074074,England,Premier League
28,Everton,Tottenham,53.0,1:0,0.3333333333333333,0.25925925925925924,0.5925925925925926,England,Premier League
28,Swansea,Man. City,66.0,1:0,0.2962962962962963,0.3333333333333333,0.7777777777777778,England,Premier League
28,Aston Villa,Fulham,36.0,1:0,0.2222222222222222,0.4444444444444444,0.3333333333333333,England,Premier League
28,Wolverhampton,Blackburn,22.0,0:2,0.18518518518518517,0.25925925925925924,0.18518518518518517,England,Premier League
28,Bolton,QPR,22.0,2:1,0.2222222222222222,0.07407407407407407,0.18518518518518517,England,Premier League
29,Man. City,Chelsea,49.0,2:1,0.75,0.10714285714285714,0.5,England,Premier League
29,Tottenham,Stoke,36.0,1:1,0.5714285714285714,0.17857142857142858,0.35714285714285715,England,Premier League
29,Newcastle,Norwich,36.0,1:0,0.42857142857142855,0.2857142857142857,0.32142857142857145,England,Premier League
29,Everton,Arsenal,52.0,0:1,0.35714285714285715,0.25,0.5714285714285714,England,Premier League
29,Fulham,Swansea,36.0,0:3,0.32142857142857145,0.32142857142857145,0.32142857142857145,England,Premier League
29,Aston Villa,Bolton,23.0,1:2,0.25,0.42857142857142855,0.25,England,Premier League
